,transaction_id,items,basket_size,basket_total
408,408,"['dessert', 'misc._beverages']",2,26.7
409,409,"['curd', 'jam', 'shopping_bags']",3,23.310000000000002
410,410,"['herbs', 'pot_plants']",2,11.959999999999999
411,411,"['pudding_powder', 'sugar', 'whole_milk']",3,28.73
412,412,"['cream_cheese', 'dishes']",2,18.87
413,413,"['detergent', 'frozen_fruits']",2,16.93
414,414,"['soda', 'whole_milk']",2,13.86
415,415,"['whole_milk', 'yogurt']",2,23.97
416,416,"['chicken', 'whole_milk']",2,24.93
417,417,"['shopping_bags', 'whole_milk']",2,22.57
418,418,"['coffee', 'detergent', 'root_vegetables']",3,17.49
419,419,"['cling_film/bags', 'female_sanitary_products', 'oil']",3,22.509999999999998
420,420,"['coffee', 'uht-milk']",2,4.4
421,421,"['butter_milk', 'shopping_bags']",2,23.59
422,422,"['brown_bread', 'shopping_bags', 'specialty_chocolate']",3,27.29
423,423,"['beverages', 'chocolate', 'soda']",3,13.28
424,424,"['bottled_water', 'rolls/buns']",2,15.809999999999999
425,425,"['hard_cheese', 'rolls/buns', 'shopping_bags', 'soda']",4,30.32
426,426,"['frozen_vegetables', 'tropical_fruit']",2,18.44
427,427,"['salty_snack', 'whipped/sour_cream']",2,15.33
428,428,"['butter_milk', 'citrus_fruit', 'whipped/sour_cream', 'whole_milk']",4,42.28
429,429,"['fruit/vegetable_juice', 'soda']",2,12.92
430,430,"['tropical_fruit', 'whole_milk']",2,27.08
431,431,"['dessert', 'fruit/vegetable_juice', 'newspapers']",3,31.66
432,432,"['rolls/buns', 'whole_milk']",2,20.97
433,433,"['rolls/buns', 'soda']",2,9.969999999999999
434,434,"['cling_film/bags', 'dessert', 'fish', 'yogurt']",4,39.8
435,435,"['dishes', 'margarine', 'oil', 'other_vegetables']",4,34.64
436,436,"['napkins', 'other_vegetables', 'tropical_fruit', 'waffles']",4,37.33
437,437,"['citrus_fruit', 'coffee']",2,13.59
438,438,"['beef', 'candles', 'margarine', 'other_vegetables']",4,32.010000000000005
439,439,"['rolls/buns', 'shopping_bags', 'soda', 'waffles']",4,22.82
440,440,"['beverages', 'bottled_water', 'newspapers', 'whole_milk']",4,28.66
441,441,"['brown_bread', 'pot_plants', 'root_vegetables']",3,19.56
442,442,"['onions', 'shopping_bags']",2,16.98
443,443,"['dishes', 'napkins']",2,17.1
444,444,"['other_vegetables', 'rolls/buns']",2,18.38
445,445,"['frankfurter', 'whole_milk']",2,16.22
446,446,"['flower_(seeds)', 'whipped/sour_cream']",2,15.33
447,447,"['brown_bread', 'frozen_vegetables']",2,16.36
448,448,"['oil', 'onions', 'yogurt']",3,29.35
449,449,"['brown_bread', 'frankfurter', 'sugar']",3,30.939999999999998
450,450,"['canned_fish', 'rolls/buns', 'soda']",3,12.18
451,451,"['coffee', 'condensed_milk', 'napkins']",3,17.880000000000003
452,452,"['frozen_vegetables', 'fruit/vegetable_juice', 'long_life_bakery_product', 'whole_milk']",4,41.65
453,453,"['pip_fruit', 'sliced_cheese', 'yogurt']",3,25.59
454,454,"['other_vegetables', 'pip_fruit']",2,16.87
455,455,"['condensed_milk', 'other_vegetables', 'salt', 'whipped/sour_cream']",4,29.15
456,456,"['long_life_bakery_product', 'pastry', 'shopping_bags']",3,35.87
457,457,"['citrus_fruit', 'coffee', 'tropical_fruit']",3,28.240000000000002
458,458,"['bottled_water', 'chewing_gum', 'tropical_fruit']",3,32.64
459,459,"['dog_food', 'herbs', 'oil']",3,28.310000000000002
460,460,"['chocolate', 'yogurt']",2,20.07
461,461,"['frankfurter', 'frozen_meals', 'semi-finished_bread', 'shopping_bags']",4,31.94
462,462,"['shopping_bags', 'yogurt']",2,21.68
463,463,"['coffee', 'frozen_vegetables']",2,5.66
464,464,"['pastry', 'soda']",2,13.219999999999999
465,465,"['bottled_water', 'curd', 'photo/film']",3,15.55
466,466,"['bottled_water', 'male_cosmetics', 'yogurt']",3,19.64
467,467,"['chocolate', 'coffee']",2,10.399999999999999
468,468,"['sauces', 'softener']",2,12.58
469,469,"['dishes', 'napkins']",2,17.1
470,470,"['canned_fish', 'other_vegetables', 'rolls/buns']",3,20.59
471,471,"['bottled_water', 'chicken', 'citrus_fruit', 'onions']",4,38.33
472,472,"['rolls/buns', 'whole_milk']",2,20.97
473,473,"['margarine', 'rolls/buns']",2,15.399999999999999
474,474,"['chocolate', 'rolls/buns', 'soft_cheese', 'tropical_fruit']",4,41.82
475,475,"['brown_bread', 'pip_fruit', 'tropical_fruit']",3,34.25
476,476,"['meat', 'rolls/buns', 'specialty_chocolate']",3,22.82
477,477,"['coffee', 'female_sanitary_products', 'shopping_bags', 'whole_milk']",4,33.14
478,478,"['chocolate', 'misc._beverages']",2,20.7
479,479,"['long_life_bakery_product', 'pastry']",2,25.729999999999997
480,480,"['fruit/vegetable_juice', 'soda']",2,12.92
481,481,"['domestic_eggs', 'long_life_bakery_product', 'seasonal_products']",3,23.849999999999998
482,482,"['domestic_eggs', 'rolls/buns', 'uht-milk', 'yogurt']",4,26.5
483,483,"['citrus_fruit', 'other_vegetables', 'whole_milk']",3,33.99
484,484,"['rolls/buns', 'whole_milk']",2,20.97
485,485,"['newspapers', 'tropical_fruit']",2,20.29
486,486,"['margarine', 'newspapers', 'rolls/buns']",3,21.04
487,487,"['dessert', 'whole_milk']",2,26.96
488,488,"['rolls/buns', 'yogurt']",2,20.08
489,489,"['frankfurter', 'other_vegetables', 'pip_fruit', 'whole_milk']",4,33.09
490,490,"['rolls/buns', 'whole_milk']",2,20.97
491,491,"['frozen_vegetables', 'whole_milk']",2,16.22
492,492,"['newspapers', 'white_bread', 'whole_milk', 'yogurt']",4,38.19
493,493,"['domestic_eggs', 'rolls/buns', 'soda']",3,13.86
494,494,"['soda', 'waffles']",2,4.14
495,495,"['butter_milk', 'coffee']",2,15.32
496,496,"['cream_cheese', 'soda']",2,13.33
497,497,"['bottled_water', 'frankfurter', 'pip_fruit', 'rolls/buns']",4,26.63
498,498,"['nuts/prunes', 'rolls/buns', 'soda']",3,11.069999999999999
499,499,"['rolls/buns', 'soda']",2,9.969999999999999
500,500,"['candy', 'chocolate']",2,10.69
501,501,"['beef', 'herbs', 'whole_milk']",3,25.36
502,502,"['frankfurter', 'fruit/vegetable_juice', 'rolls/buns']",3,23.82
503,503,"['baking_powder', 'pip_fruit', 'whipped/sour_cream', 'whole_milk']",4,27.06
504,504,"['butter', 'cleaner']",2,16.990000000000002
505,505,"['fruit/vegetable_juice', 'nut_snack']",2,14.55
506,506,"['meat', 'specialty_bar']",2,10.84
507,507,"['butter', 'chocolate', 'curd', 'pip_fruit']",4,28.47
508,508,"['domestic_eggs', 'other_vegetables']",2,13.73
509,509,"['salty_snack', 'white_bread', 'whole_milk']",3,31.66
510,510,"['dessert', 'frozen_dessert']",2,26.4
511,511,"['long_life_bakery_product', 'soda']",2,15.37
512,512,"['beef', 'domestic_eggs', 'other_vegetables', 'pastry']",4,28.259999999999998
513,513,"['pastry', 'spread_cheese']",2,16.66
514,514,"['citrus_fruit', 'other_vegetables', 'pot_plants', 'tropical_fruit']",4,37.980000000000004
515,515,"['rolls/buns', 'soda']",2,9.969999999999999
516,516,"['pip_fruit', 'pot_plants', 'roll_products']",3,15.91
517,517,"['pip_fruit', 'whole_milk']",2,19.46
518,518,"['other_vegetables', 'rolls/buns']",2,18.38
519,519,"['butter', 'candy', 'citrus_fruit', 'other_vegetables']",4,33.379999999999995
520,520,"['citrus_fruit', 'napkins', 'uht-milk']",3,24.380000000000003
521,521,"['newspapers', 'rolls/buns']",2,14.18
522,522,"['citrus_fruit', 'other_vegetables', 'pip_fruit', 'tropical_fruit']",4,43.24
523,523,"['frozen_fish', 'hygiene_articles', 'shopping_bags']",3,15.940000000000001
524,524,"['pastry', 'soda', 'tropical_fruit']",3,27.869999999999997
525,525,"['beverages', 'pastry']",2,15.11
526,526,"['newspapers', 'rolls/buns', 'whole_milk']",3,26.61
527,527,"['pastry', 'soda']",2,13.219999999999999
528,528,"['bottled_water', 'napkins', 'whole_milk']",3,29.83
529,529,"['pip_fruit', 'whole_milk']",2,19.46
530,530,"['seasonal_products', 'specialty_chocolate', 'yogurt']",3,22.14
531,531,"['baking_powder', 'whipped/sour_cream']",2,7.6
532,532,"['cream_cheese', 'other_vegetables', 'rolls/buns']",3,30.28
533,533,"['beef', 'frozen_fish', 'margarine', 'rolls/buns']",4,22.59
534,534,"['house_keeping_products', 'soda']",2,9.09
535,535,"['butter', 'newspapers', 'rolls/buns']",3,23.84
536,536,"['coffee', 'frozen_vegetables', 'sugar']",3,20.240000000000002
537,537,"['domestic_eggs', 'root_vegetables', 'whole_milk']",3,21.54
538,538,"['napkins', 'tropical_fruit']",2,24.78
539,539,"['popcorn', 'rice', 'whipped/sour_cream']",3,20.02
540,540,"['coffee', 'pip_fruit']",2,8.9
541,541,"['ice_cream', 'pip_fruit', 'soda', 'yogurt']",4,22.53
542,542,"['brown_bread', 'butter', 'tropical_fruit', 'whole_milk']",4,49.31
543,543,"['napkins', 'pip_fruit']",2,17.16
544,544,"['fruit/vegetable_juice', 'rolls/buns']",2,20.03
545,545,"['rolls/buns', 'tropical_fruit']",2,23.189999999999998
546,546,"['pastry', 'whole_milk']",2,24.22
547,547,"['meat_spreads', 'rolls/buns']",2,10.899999999999999
548,548,"['butter', 'domestic_eggs', 'rolls/buns', 'whipped/sour_cream']",4,26.77
549,549,"['bottled_water', 'rolls/buns', 'soda']",3,17.24
550,550,"['brown_bread', 'newspapers', 'whole_milk']",3,30.64
551,551,"['dessert', 'zwieback']",2,20.4
552,552,"['domestic_eggs', 'frankfurter']",2,7.68
553,553,"['soda', 'whipped/sour_cream']",2,6.109999999999999
554,554,"['margarine', 'pot_plants', 'whole_milk']",3,21.060000000000002
555,555,"['curd', 'frozen_vegetables', 'yogurt']",3,18.58
556,556,"['canned_vegetables', 'citrus_fruit', 'other_vegetables', 'pip_fruit']",4,33.87
557,557,"['beverages', 'long_life_bakery_product', 'rolls/buns', 'shopping_bags']",4,35.94
558,558,"['butter', 'pot_plants', 'root_vegetables']",3,16.65
559,559,"['other_vegetables', 'soda']",2,11.27
560,560,"['chicken', 'other_vegetables', 'whole_milk']",3,34.769999999999996
561,561,"['chicken', 'napkins']",2,22.630000000000003
562,562,"['female_sanitary_products', 'whipped/sour_cream']",2,13.379999999999999
563,563,"['whipped/sour_cream', 'whole_milk']",2,17.11
564,564,"['root_vegetables', 'whole_milk', 'yogurt']",3,29.189999999999998
565,565,"['bottled_water', 'brown_bread', 'rolls/buns']",3,28.38
566,566,"['chocolate', 'coffee', 'seasonal_products', 'sweet_spreads']",4,26.019999999999996
567,567,"['beef', 'pot_plants']",2,4.51
568,568,"['frozen_meals', 'frozen_vegetables']",2,11.190000000000001
569,569,"['bottled_water', 'specialty_chocolate']",2,11.85
570,570,"['dishes', 'ice_cream', 'napkins', 'sugar']",4,34.21
571,571,"['butter', 'margarine']",2,16.52
572,572,"['bottled_water', 'fruit/vegetable_juice', 'whole_milk']",3,31.189999999999998
573,573,"['hard_cheese', 'newspapers']",2,15.850000000000001
574,574,"['shopping_bags', 'soda', 'soups']",3,14.17
575,575,"['pastry', 'soda']",2,13.219999999999999
576,576,"['onions', 'rolls/buns']",2,15.379999999999999
577,577,"['fruit/vegetable_juice', 'ice_cream', 'soda']",3,15.45
578,578,"['cake_bar', 'misc._beverages']",2,25.04
579,579,"['cat_food', 'chocolate', 'specialty_chocolate']",3,20.310000000000002
580,580,"['berries', 'other_vegetables', 'yogurt']",3,28.689999999999998
581,581,"['pot_plants', 'whole_milk']",2,14.2
582,582,"['domestic_eggs', 'root_vegetables']",2,9.11
583,583,"['bottled_water', 'ice_cream']",2,9.799999999999999
584,584,"['ice_cream', 'soda', 'specialty_chocolate']",3,8.54
585,585,"['curd', 'waffles', 'yogurt']",3,17.5
586,586,"['domestic_eggs', 'other_vegetables', 'soda']",3,15.16
587,587,"['other_vegetables', 'pastry']",2,21.63
588,588,"['canned_vegetables', 'root_vegetables', 'shopping_bags', 'soda']",4,22.07
589,589,"['pastry', 'salty_snack']",2,22.439999999999998
590,590,"['brown_bread', 'other_vegetables', 'soda']",3,23.84
591,591,"['frozen_vegetables', 'other_vegetables', 'pastry', 'specialty_bar']",4,26.56
592,592,"['chocolate', 'pot_plants']",2,10.299999999999999
593,593,"['fruit/vegetable_juice', 'other_vegetables', 'shopping_bags', 'yogurt']",4,43.01
594,594,"['bottled_water', 'pip_fruit', 'shopping_bags', 'vinegar']",4,28.8
595,595,"['fruit/vegetable_juice', 'mustard', 'soda']",3,24.509999999999998
596,596,"['bottled_water', 'margarine', 'whole_milk']",3,26.56
597,597,"['citrus_fruit', 'other_vegetables', 'tropical_fruit']",3,36.21
598,598,"['beef', 'fruit/vegetable_juice', 'grapes']",3,25.53
599,599,"['pip_fruit', 'sugar']",2,21.61
600,600,"['domestic_eggs', 'pip_fruit']",2,10.92
601,601,"['butter_milk', 'specialty_chocolate']",2,18.03
602,602,"['dessert', 'light_bulbs', 'other_vegetables', 'waffles']",4,40.0
603,603,"['bottled_water', 'cat_food', 'domestic_eggs']",3,18.36
604,604,"['fruit/vegetable_juice', 'root_vegetables', 'yogurt']",3,28.25
605,605,"['other_vegetables', 'yogurt']",2,21.38
606,606,"['other_vegetables', 'spices', 'whole_milk', 'yogurt']",4,48.26
607,607,"['margarine', 'pip_fruit']",2,13.89
608,608,"['berries', 'chewing_gum', 'newspapers', 'seasonal_products']",4,29.69
609,609,"['specialty_bar', 'whole_milk']",2,13.57
610,610,"['soda', 'specialty_fat', 'whole_milk']",3,15.86
611,611,"['cat_food', 'chocolate']",2,15.73
612,612,"['brown_bread', 'flower_(seeds)', 'long_life_bakery_product', 'margarine']",4,44.019999999999996
613,613,"['brown_bread', 'fish', 'napkins', 'pet_care']",4,42.2
614,614,"['brown_bread', 'whole_milk']",2,25.0
615,615,"['chocolate', 'chocolate_marshmallow', 'soda']",3,19.6
616,616,"['soda', 'whole_milk']",2,13.86
617,617,"['bottled_water', 'citrus_fruit', 'pip_fruit', 'whole_milk']",4,38.45
618,618,"['rolls/buns', 'soda']",2,9.969999999999999
619,619,"['butter_milk', 'hard_cheese']",2,23.66
620,620,"['pastry', 'soda']",2,13.219999999999999
621,621,"['fruit/vegetable_juice', 'spread_cheese']",2,16.36
622,622,"['candy', 'detergent', 'frankfurter', 'onions']",4,23.19
623,623,"['frankfurter', 'newspapers', 'pip_fruit']",3,16.46
624,624,"['dish_cleaner', 'rolls/buns', 'shopping_bags', 'white_bread']",4,33.65
625,625,"['chocolate', 'other_vegetables', 'soda', 'whole_milk']",4,32.23
626,626,"['citrus_fruit', 'pip_fruit']",2,18.75
627,627,"['bottled_water', 'chocolate', 'flour', 'specialty_chocolate']",4,34.93
628,628,"['frankfurter', 'rolls/buns']",2,12.329999999999998
629,629,"['frozen_vegetables', 'pastry', 'rolls/buns']",3,24.119999999999997
630,630,"['frozen_meals', 'other_vegetables', 'tropical_fruit', 'whole_milk']",4,44.32
631,631,"['beef', 'frankfurter', 'other_vegetables', 'rolls/buns']",4,24.91
632,632,"['cat_food', 'sweet_spreads']",2,16.8
633,633,"['pip_fruit', 'soda']",2,8.46
634,634,"['liver_loaf', 'whole_milk', 'yogurt']",3,32.989999999999995
635,635,"['curd', 'soda', 'tidbits']",3,7.65
636,636,"['bottled_water', 'fruit/vegetable_juice']",2,18.759999999999998
637,637,"['onions', 'spread_cheese']",2,11.71
638,638,"['misc._beverages', 'rolls/buns']",2,20.71
639,639,"['other_vegetables', 'tropical_fruit']",2,24.490000000000002
640,640,"['frankfurter', 'frozen_potato_products']",2,10.559999999999999
641,641,"['cake_bar', 'pip_fruit', 'soda', 'specialty_chocolate']",4,25.909999999999997
642,642,"['chocolate', 'cream_cheese', 'tropical_fruit']",3,35.08
643,643,"['whole_milk', 'yogurt']",2,23.97
644,644,"['pastry', 'pip_fruit']",2,18.82
645,645,"['domestic_eggs', 'rolls/buns']",2,12.43
646,646,"['citrus_fruit', 'male_cosmetics']",2,12.55
647,647,"['rolls/buns', 'tea']",2,22.13
648,648,"['newspapers', 'rolls/buns']",2,14.18
649,649,"['bottled_water', 'tropical_fruit', 'zwieback']",3,27.790000000000003
650,650,"['beverages', 'frozen_dessert', 'frozen_meals', 'whole_milk']",4,35.019999999999996
651,651,"['margarine', 'napkins']",2,16.990000000000002
652,652,"['bottled_water', 'dessert', 'rolls/buns', 'specialty_bar']",4,31.479999999999997
653,653,"['beef', 'napkins', 'whipped/sour_cream']",3,17.55
654,654,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'shopping_bags']",4,39.84
655,655,"['soda', 'sweet_spreads', 'waffles']",3,13.739999999999998
656,656,"['instant_coffee', 'pastry']",2,18.21
657,657,"['coffee', 'hard_cheese', 'whole_milk']",3,24.51
658,658,"['other_vegetables', 'whipped/sour_cream']",2,14.52
659,659,"['onions', 'pip_fruit', 'whole_milk']",3,26.3
660,660,"['pastry', 'soda']",2,13.219999999999999
661,661,"['liver_loaf', 'rolls/buns', 'soda']",3,18.99
662,662,"['brown_bread', 'chicken', 'frankfurter', 'oil']",4,39.83
663,663,"['butter', 'whipped/sour_cream', 'yogurt']",3,25.88
664,664,"['rolls/buns', 'yogurt']",2,20.08
665,665,"['chocolate', 'soda', 'specialty_chocolate']",3,14.54
666,666,"['fruit/vegetable_juice', 'oil']",2,22.46
667,667,"['frozen_vegetables', 'onions', 'yogurt']",3,22.169999999999998
668,668,"['citrus_fruit', 'pip_fruit']",2,18.75
669,669,"['pastry', 'yogurt']",2,23.33
670,670,"['dish_cleaner', 'napkins']",2,16.52
671,671,"['organic_products', 'shopping_bags', 'yogurt']",3,35.59
672,672,"['sauces', 'specialty_chocolate']",2,8.19
673,673,"['brown_bread', 'pasta', 'pastry']",3,24.97
674,674,"['cream_cheese', 'ice_cream', 'specialty_chocolate', 'white_bread']",4,27.589999999999996
675,675,"['chocolate_marshmallow', 'ice_cream']",2,12.17
676,676,"['hard_cheese', 'soda']",2,11.64
677,677,"['decalcifier', 'detergent', 'hygiene_articles']",3,20.68
678,678,"['soda', 'specialty_bar']",2,2.57
679,679,"['oil', 'other_vegetables', 'pip_fruit', 'whipped/sour_cream']",4,32.52
680,680,"['butter_milk', 'whole_milk', 'yogurt']",3,37.42
681,681,"['beverages', 'rolls/buns']",2,11.86
682,682,"['frozen_dessert', 'ice_cream', 'salty_snack']",3,25.049999999999997
683,683,"['butter', 'fruit/vegetable_juice', 'misc._beverages', 'sliced_cheese']",4,40.34
684,684,"['beverages', 'waffles']",2,6.029999999999999
685,685,"['bottled_water', 'yogurt']",2,18.81
686,686,"['cling_film/bags', 'hygiene_articles', 'newspapers', 'uht-milk']",4,12.359999999999998
687,687,"['bottled_water', 'rolls/buns', 'whole_milk', 'yogurt']",4,39.78
688,688,"['pastry', 'rolls/buns', 'soda', 'yogurt']",4,33.3
689,689,"['newspapers', 'other_vegetables', 'whipped/sour_cream', 'yogurt']",4,31.7
690,690,"['chocolate', 'specialty_bar']",2,9.67
691,691,"['citrus_fruit', 'fruit/vegetable_juice', 'tropical_fruit']",3,37.86
692,692,"['cat_food', 'specialty_fat', 'sugar']",3,23.78
693,693,"['brown_bread', 'rolls/buns', 'soda', 'spread_cheese']",4,27.41
694,694,"['pastry', 'whole_milk']",2,24.22
695,695,"['pastry', 'whole_milk']",2,24.22
696,696,"['beef', 'other_vegetables', 'rolls/buns', 'whole_milk']",4,33.55
697,697,"['pip_fruit', 'whole_milk', 'yogurt']",3,31.0
698,698,"['other_vegetables', 'rolls/buns']",2,18.38
699,699,"['rolls/buns', 'specialty_chocolate']",2,13.12
700,700,"['bottled_water', 'cat_food', 'napkins', 'whole_milk']",4,37.03
701,701,"['beverages', 'processed_cheese']",2,13.72
702,702,"['beef', 'other_vegetables', 'root_vegetables', 'whipped/sour_cream']",4,22.48
703,703,"['dish_cleaner', 'domestic_eggs', 'hygiene_articles']",3,11.629999999999999
704,704,"['processed_cheese', 'rolls/buns', 'soda']",3,20.369999999999997
705,705,"['citrus_fruit', 'curd']",2,14.97
706,706,"['candles', 'pastry']",2,24.36
707,707,"['berries', 'other_vegetables', 'whipped/sour_cream', 'whole_milk']",4,34.26
708,708,"['sugar', 'whipped/sour_cream', 'whole_milk', 'yogurt']",4,43.23
709,709,"['butter_milk', 'domestic_eggs', 'whole_milk']",3,29.77
710,710,"['bottled_water', 'rolls/buns']",2,15.809999999999999
711,711,"['frankfurter', 'napkins', 'rolls/buns']",3,22.46
712,712,"['pastry', 'rolls/buns', 'soda']",3,21.759999999999998
713,713,"['bottled_water', 'margarine', 'soda', 'uht-milk']",4,18.09
714,714,"['pip_fruit', 'yogurt']",2,18.57
715,715,"['coffee', 'whole_milk']",2,14.3
716,716,"['fruit/vegetable_juice', 'pasta']",2,12.1
717,717,"['brown_bread', 'butter', 'tropical_fruit']",3,36.88
718,718,"['bottled_water', 'whole_milk']",2,19.7
719,719,"['rolls/buns', 'soda', 'specialty_bar']",3,11.11
720,720,"['fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers', 'rolls/buns']",4,39.61
721,721,"['fruit/vegetable_juice', 'pastry']",2,23.28
722,722,"['rolls/buns', 'soda']",2,9.969999999999999
723,723,"['domestic_eggs', 'soda']",2,5.32
724,724,"['butter', 'frozen_fish', 'onions', 'whole_milk']",4,33.379999999999995
725,725,"['bottled_water', 'rolls/buns', 'tropical_fruit']",3,30.46
726,726,"['other_vegetables', 'root_vegetables']",2,15.059999999999999
727,727,"['beef', 'root_vegetables']",2,7.96
728,728,"['citrus_fruit', 'shopping_bags']",2,21.86
729,729,"['chocolate', 'snack_products']",2,14.28
730,730,"['chocolate', 'frozen_fish', 'frozen_meals']",3,20.380000000000003
731,731,"['rolls/buns', 'spread_cheese']",2,13.41
732,732,"['herbs', 'whole_milk']",2,22.619999999999997
733,733,"['other_vegetables', 'tropical_fruit']",2,24.490000000000002
734,734,"['bottled_water', 'domestic_eggs', 'margarine']",3,18.02
735,735,"['domestic_eggs', 'frankfurter', 'rolls/buns']",3,16.22
736,736,"['spread_cheese', 'whole_milk']",2,17.3
737,737,"['hygiene_articles', 'napkins', 'soda']",3,12.91
738,738,"['bottled_water', 'chocolate']",2,15.799999999999999
739,739,"['frozen_vegetables', 'whole_milk']",2,16.22
740,740,"['herbs', 'misc._beverages', 'shopping_bags']",3,32.5
741,741,"['curd', 'meat', 'white_bread']",3,21.53
742,742,"['waffles', 'yogurt']",2,14.25
743,743,"['candy', 'whipped/sour_cream']",2,6.84
744,744,"['butter', 'cling_film/bags', 'oil']",3,23.47
745,745,"['frozen_fish', 'ice_cream', 'yogurt']",3,18.52
746,746,"['hard_cheese', 'ketchup', 'whipped/sour_cream', 'yogurt']",4,31.96
747,747,"['coffee', 'other_vegetables', 'whole_milk']",3,24.14
748,748,"['misc._beverages', 'rolls/buns', 'yogurt']",3,32.25
749,749,"['coffee', 'condensed_milk']",2,7.75
750,750,"['pastry', 'root_vegetables']",2,17.009999999999998
751,751,"['oil', 'other_vegetables']",2,20.810000000000002
752,752,"['citrus_fruit', 'rolls/buns', 'snack_products']",3,26.009999999999998
753,753,"['frankfurter', 'photo/film']",2,8.82
754,754,"['beverages', 'flour', 'root_vegetables', 'yogurt']",4,34.629999999999995
755,755,"['citrus_fruit', 'meat', 'spread_cheese', 'whole_milk']",4,38.72
756,756,"['chocolate_marshmallow', 'dishes', 'rolls/buns', 'zwieback']",4,31.02
757,757,"['cat_food', 'coffee']",2,9.07
758,758,"['candy', 'hard_cheese', 'honey']",3,20.14
759,759,"['newspapers', 'rolls/buns', 'soda']",3,15.61
760,760,"['curd', 'napkins']",2,13.38
761,761,"['meat', 'other_vegetables']",2,19.54
762,762,"['pastry', 'rolls/buns', 'whole_milk']",3,32.76
763,763,"['brown_bread', 'domestic_eggs', 'photo/film', 'whole_milk']",4,33.92
764,764,"['newspapers', 'whole_milk']",2,18.07
765,765,"['frozen_vegetables', 'other_vegetables', 'root_vegetables']",3,18.849999999999998
766,766,"['whipped/sour_cream', 'whole_milk']",2,17.11
767,767,"['meat', 'newspapers', 'root_vegetables', 'whole_milk']",4,32.989999999999995
768,768,"['finished_products', 'misc._beverages']",2,21.07
769,769,"['frozen_meals', 'margarine', 'rolls/buns', 'whole_milk']",4,35.230000000000004
770,770,"['curd', 'yogurt']",2,14.79
771,771,"['coffee', 'fruit/vegetable_juice']",2,13.36
772,772,"['brown_bread', 'curd', 'whole_milk']",3,28.25
773,773,"['meat_spreads', 'rolls/buns', 'soda', 'yogurt']",4,23.869999999999997
774,774,"['beef', 'citrus_fruit', 'whole_milk']",3,26.89
775,775,"['candles', 'rolls/buns', 'uht-milk', 'yogurt']",4,35.18
776,776,"['finished_products', 'soda', 'specialty_chocolate']",3,14.91
777,777,"['tropical_fruit', 'whole_milk']",2,27.08
778,778,"['chicken', 'photo/film', 'sugar']",3,32.11
779,779,"['brown_bread', 'hard_cheese', 'white_bread']",3,31.36
780,780,"['pastry', 'rolls/buns', 'tropical_fruit']",3,34.98
781,781,"['candy', 'napkins', 'other_vegetables', 'pastry']",4,33.92
782,782,"['domestic_eggs', 'rolls/buns']",2,12.43
783,783,"['pastry', 'soda']",2,13.219999999999999
784,784,"['bottled_water', 'dessert', 'rolls/buns', 'sugar']",4,44.919999999999995
785,785,"['domestic_eggs', 'pip_fruit', 'whole_milk']",3,23.35
786,786,"['rolls/buns', 'root_vegetables', 'specialty_chocolate', 'whole_milk']",4,30.769999999999996
787,787,"['pastry', 'root_vegetables', 'yogurt']",3,28.549999999999997
788,788,"['other_vegetables', 'rolls/buns', 'soda']",3,19.81
789,789,"['butter_milk', 'canned_fish']",2,15.66
790,790,"['butter_milk', 'rolls/buns', 'soft_cheese']",3,32.089999999999996
791,791,"['onions', 'other_vegetables', 'specialty_cheese']",3,28.5
792,792,"['curd', 'dessert', 'shopping_bags', 'whole_milk']",4,40.35
793,793,"['chewing_gum', 'rolls/buns', 'soda', 'waffles']",4,23.4
794,794,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'rolls/buns']",4,38.24
795,795,"['mayonnaise', 'rolls/buns']",2,17.61
796,796,"['citrus_fruit', 'flour', 'other_vegetables', 'whole_milk']",4,48.54
797,797,"['chewing_gum', 'newspapers', 'photo/film', 'soda']",4,22.82
798,798,"['rolls/buns', 'whole_milk']",2,20.97
799,799,"['candy', 'tropical_fruit']",2,16.810000000000002
800,800,"['frankfurter', 'margarine', 'shopping_bags', 'white_bread']",4,29.369999999999997
801,801,"['fruit/vegetable_juice', 'whole_milk']",2,23.92
802,802,"['newspapers', 'pastry']",2,17.43
803,803,"['coffee', 'condensed_milk']",2,7.75
804,804,"['pastry', 'soda']",2,13.219999999999999
805,805,"['fruit/vegetable_juice', 'soda', 'specialty_bar']",3,14.06
806,806,"['chocolate', 'cream_cheese', 'rolls/buns', 'yogurt']",4,40.51
807,807,"['domestic_eggs', 'margarine', 'whipped/sour_cream']",3,15.43
808,808,"['other_vegetables', 'photo/film', 'root_vegetables']",3,20.09
809,809,"['pastry', 'soda']",2,13.219999999999999
810,810,"['rolls/buns', 'yogurt']",2,20.08
811,811,"['brown_bread', 'frankfurter', 'rolls/buns', 'shopping_bags']",4,35.04
812,812,"['hygiene_articles', 'newspapers', 'shopping_bags', 'specialty_cheese']",4,28.950000000000003
813,813,"['pastry', 'rolls/buns']",2,20.33
814,814,"['dental_care', 'male_cosmetics']",2,11.43
815,815,"['rolls/buns', 'soda']",2,9.969999999999999
816,816,"['pastry', 'soda', 'whole_milk']",3,25.65
817,817,"['beef', 'root_vegetables', 'tropical_fruit', 'whole_milk']",4,35.04
818,818,"['beverages', 'dessert', 'ice_cream', 'soda']",4,21.81
